"time_hour";"carrier";"flight";"tailnum";"origin";"dest";"hora_prevista_partida";"hora_prevista_chegada";"hora_partida";"hora_chegada"
2013-10-22 08:00:00;"UA";1583;"N37293";"EWR";"SFO";"8:34";"11:56";"8:33";"12:14"
2013-10-22 08:00:00;"UA";397;"N588UA";"JFK";"SFO";"8:25";"11:48";"8:38";"11:46"
2013-10-22 08:00:00;"B6";15;"N656JB";"JFK";"SFO";"8:54";"12:13";"8:50";"12:14"
2013-10-22 09:00:00;"DL";431;"N704X";"JFK";"SFO";"9:00";"12:28";"8:58";"12:23"
2013-10-22 09:00:00;"UA";421;"N561UA";"EWR";"SFO";"9:24";"12:40";"9:11";"12:33"
2013-10-22 10:00:00;"UA";515;"N550UA";"EWR";"SFO";"10:00";"13:15";"9:55";"12:58"
2013-10-22 10:00:00;"UA";642;"N502UA";"JFK";"SFO";"10:25";"13:40";"10:26";"13:34"
2013-10-22 10:00:00;"VX";187;"N621VA";"EWR";"SFO";"10:30";"13:55";"10:26";"13:29"
2013-10-22 10:00:00;"VX";23;"N637VA";"JFK";"SFO";"10:30";"13:55";"10:30";"13:46"
2013-10-22 12:00:00;"UA";766;"N598UA";"JFK";"SFO";"12:00";"15:15";"12:05";"14:58"
2013-10-22 12:00:00;"UA";1651;"N77430";"EWR";"SFO";"12:45";"16:00";"12:41";"15:34"
2013-10-22 10:00:00;"AA";179;"N335AA";"JFK";"SFO";"10:30";"13:35";"12:50";"15:58"
2013-10-22 13:00:00;"DL";432;"N722TW";"JFK";"SFO";"13:00";"16:22";"12:57";"16:34"
2013-10-22 13:00:00;"UA";1663;"N87512";"EWR";"SFO";"13:55";"17:17";"13:55";"17:04"
2013-10-22 14:00:00;"UA";1296;"N67134";"EWR";"SFO";"14:30";"17:42";"14:30";"17:27"
2013-10-22 15:00:00;"AA";85;"N354AA";"JFK";"SFO";"15:30";"18:45";"15:23";"18:44"
2013-10-22 15:00:00;"UA";257;"N596UA";"JFK";"SFO";"15:30";"18:54";"15:27";"18:36"
2013-10-22 15:00:00;"UA";1246;"N37253";"EWR";"SFO";"15:29";"18:47";"15:29";"18:34"
2013-10-22 15:00:00;"DL";141;"N703TW";"JFK";"SFO";"15:59";"19:43";"16:02";"19:33"
2013-10-22 16:00:00;"UA";1284;"N77518";"EWR";"SFO";"16:42";"20:00";"16:40";"19:38"
2013-10-22 16:00:00;"B6";415;"N639JB";"JFK";"SFO";"16:45";"20:15";"16:40";"20:16"
2013-10-22 17:00:00;"UA";512;"N518UA";"JFK";"SFO";"17:00";"20:17";"16:59";"20:11"
2013-10-22 17:00:00;"VX";193;"N625VA";"EWR";"SFO";"17:29";"21:05";"17:25";"20:31"
2013-10-22 16:00:00;"VX";27;"N836VA";"JFK";"SFO";"16:30";"20:10";"17:49";"20:58"
2013-10-22 18:00:00;"UA";389;"N510UA";"JFK";"SFO";"18:30";"21:57";"18:27";"21:33"
2013-10-22 18:00:00;"AA";177;"N320AA";"JFK";"SFO";"18:45";"22:10";"18:40";"21:49"
2013-10-22 18:00:00;"VX";29;"N638VA";"JFK";"SFO";"18:50";"22:25";"18:50";"22:13"
2013-10-22 19:00:00;"DL";435;"N705TW";"JFK";"SFO";"19:00";"22:35";"19:16";"22:33"
2013-10-22 17:00:00;"UA";418;"N547UA";"EWR";"SFO";"17:34";"20:46";"19:43";"22:31"
2013-10-22 19:00:00;"UA";617;"N515UA";"EWR";"SFO";"19:01";"22:11";"19:59";"22:47"
2013-10-22 20:00:00;"B6";915;"N547JB";"JFK";"SFO";"20:25";"23:50";"20:18";"23:30"
2013-10-23 06:00:00;"UA";303;"N546UA";"JFK";"SFO";"6:00";"9:23";"5:58";"9:04"
2013-10-23 06:00:00;"UA";1668;"N37471";"EWR";"SFO";"6:30";"9:46";"6:28";"9:45"
2013-10-23 07:00:00;"DL";269;"N723TW";"JFK";"SFO";"7:00";"10:25";"6:54";"10:05"
2013-10-23 07:00:00;"UA";821;"N555UA";"JFK";"SFO";"7:00";"10:20";"7:06";"10:17"
2013-10-23 07:00:00;"VX";183;"N844VA";"EWR";"SFO";"7:30";"10:55";"7:21";"10:25"
2013-10-23 07:00:00;"VX";11;"N854VA";"JFK";"SFO";"7:30";"11:00";"7:24";"10:27"
2013-10-23 07:00:00;"AA";59;"N375AA";"JFK";"SFO";"7:45";"11:00";"7:45";"10:55"
2013-10-23 08:00:00;"UA";397;"N588UA";"JFK";"SFO";"8:25";"11:48";"8:24";"11:14"
2013-10-23 08:00:00;"UA";1294;"N17233";"EWR";"SFO";"8:34";"11:56";"8:29";"11:42"
2013-10-23 08:00:00;"B6";15;"N763JB";"JFK";"SFO";"8:54";"12:13";"8:50";"12:09"
2013-10-23 09:00:00;"DL";431;"N702TW";"JFK";"SFO";"9:00";"12:28";"8:58";"12:08"
2013-10-23 10:00:00;"UA";1480;"N79279";"EWR";"SFO";"10:00";"13:21";"10:02";"13:07"
2013-10-23 10:00:00;"AA";179;"N324AA";"JFK";"SFO";"10:30";"13:35";"10:24";"13:45"
2013-10-23 10:00:00;"VX";187;"N632VA";"EWR";"SFO";"10:30";"13:55";"10:26";"13:42"
2013-10-23 10:00:00;"VX";23;"N622VA";"JFK";"SFO";"10:30";"13:55";"10:30";"13:56"
2013-10-23 12:00:00;"UA";766;"N598UA";"JFK";"SFO";"12:00";"15:15";"11:52";"15:01"
2013-10-23 11:00:00;"UA";1212;"N12238";"EWR";"SFO";"11:55";"15:07";"11:52";"14:57"
2013-10-23 12:00:00;"UA";1651;"N36472";"EWR";"SFO";"12:45";"16:00";"12:43";"15:35"
2013-10-23 13:00:00;"DL";432;"N713TW";"JFK";"SFO";"13:00";"16:22";"12:56";"15:52"
2013-10-23 13:00:00;"UA";1663;"N78285";"EWR";"SFO";"13:55";"17:17";"13:52";"17:06"
2013-10-23 14:00:00;"UA";1296;"N29124";"EWR";"SFO";"14:30";"17:42";"14:29";"17:31"
2013-10-23 15:00:00;"UA";257;"N589UA";"JFK";"SFO";"15:30";"18:54";"15:24";"18:25"
2013-10-23 15:00:00;"UA";1246;"N37255";"EWR";"SFO";"15:29";"18:47";"15:27";"18:51"
2013-10-23 15:00:00;"DL";141;"N624AG";"JFK";"SFO";"15:59";"19:43";"16:07";"19:03"
2013-10-23 15:00:00;"AA";85;"N343AA";"JFK";"SFO";"15:30";"18:45";"16:07";"19:18"
2013-10-23 16:00:00;"VX";27;"N840VA";"JFK";"SFO";"16:30";"20:10";"16:37";"19:52"
2013-10-23 16:00:00;"UA";1284;"N26226";"EWR";"SFO";"16:42";"20:00";"16:38";"19:38"
2013-10-23 16:00:00;"B6";415;"N524JB";"JFK";"SFO";"16:45";"20:15";"16:45";"20:04"
2013-10-23 17:00:00;"UA";512;"N510UA";"JFK";"SFO";"17:00";"20:17";"16:54";"19:52"
2013-10-23 17:00:00;"VX";193;"N623VA";"EWR";"SFO";"17:29";"21:05";"17:26";"20:17"
2013-10-23 17:00:00;"DL";434;"N722TW";"JFK";"SFO";"17:30";"21:04";"17:33";"20:51"
2013-10-23 17:00:00;"UA";418;"N504UA";"EWR";"SFO";"17:34";"20:46";"17:35";"20:37"
2013-10-23 18:00:00;"UA";389;"N596UA";"JFK";"SFO";"18:30";"21:57";"18:37";"21:53"
2013-10-23 18:00:00;"AA";177;"N339AA";"JFK";"SFO";"18:45";"22:10";"18:46";"22:03"
2013-10-23 19:00:00;"UA";1127;"N73275";"EWR";"SFO";"19:01";"22:18";"18:55";"22:41"
2013-10-23 19:00:00;"DL";435;"N718TW";"JFK";"SFO";"19:00";"22:35";"19:00";"22:17"
2013-10-23 18:00:00;"VX";29;"N625VA";"JFK";"SFO";"18:50";"22:25";"19:01";"22:07"
2013-10-23 20:00:00;"B6";915;"N571JB";"JFK";"SFO";"20:25";"23:50";"20:19";"23:33"
2013-10-24 06:00:00;"UA";303;"N588UA";"JFK";"SFO";"6:00";"9:23";"5:58";"9:23"
2013-10-24 06:00:00;"UA";1668;"N37456";"EWR";"SFO";"6:30";"9:46";"6:40";"9:36"
2013-10-24 07:00:00;"UA";821;"N554UA";"JFK";"SFO";"7:00";"10:20";"6:57";"9:52"
2013-10-24 07:00:00;"DL";269;"N707TW";"JFK";"SFO";"7:00";"10:25";"6:59";"10:28"
2013-10-24 07:00:00;"UA";421;"N514UA";"EWR";"SFO";"7:23";"10:25";"7:17";"10:12"
2013-10-24 07:00:00;"VX";183;"N641VA";"EWR";"SFO";"7:30";"10:55";"7:27";"10:24"
2013-10-24 07:00:00;"VX";11;"N854VA";"JFK";"SFO";"7:30";"11:00";"7:30";"10:37"
2013-10-24 07:00:00;"AA";59;"N399AA";"JFK";"SFO";"7:45";"11:00";"7:41";"10:41"
2013-10-24 08:00:00;"UA";397;"N512UA";"JFK";"SFO";"8:25";"11:48";"8:22";"11:25"
2013-10-24 08:00:00;"UA";1294;"N14228";"EWR";"SFO";"8:34";"11:56";"8:34";"11:57"
2013-10-24 08:00:00;"B6";15;"N517JB";"JFK";"SFO";"8:54";"12:13";"8:52";"11:51"
2013-10-24 09:00:00;"DL";431;"N722TW";"JFK";"SFO";"9:00";"12:28";"9:10";"12:10"
2013-10-24 09:00:00;"UA";73;"N79521";"EWR";"SFO";"9:24";"12:46";"9:17";"12:24"
2013-10-24 10:00:00;"UA";1480;"N36469";"EWR";"SFO";"10:04";"13:25";"10:01";"12:57"
2013-10-24 10:00:00;"AA";179;"N323AA";"JFK";"SFO";"10:30";"13:35";"10:25";"13:35"
2013-10-24 10:00:00;"VX";23;"N638VA";"JFK";"SFO";"10:30";"13:55";"10:26";"13:41"
2013-10-24 10:00:00;"VX";187;"N843VA";"EWR";"SFO";"10:30";"13:55";"10:29";"13:33"
2013-10-24 11:00:00;"B6";2915;"N583JB";"JFK";"SFO";"11:35";"14:52";"11:29";"14:31"
2013-10-24 11:00:00;"UA";1212;"N24212";"EWR";"SFO";"11:55";"15:07";"11:50";"14:36"
2013-10-24 12:00:00;"UA";766;"N598UA";"JFK";"SFO";"12:00";"15:15";"11:56";"14:54"
2013-10-24 12:00:00;"UA";1583;"N37464";"EWR";"SFO";"12:45";"16:00";"12:45";"15:51"
2013-10-24 13:00:00;"DL";432;"N711ZX";"JFK";"SFO";"13:00";"16:22";"12:54";"16:11"
2013-10-24 13:00:00;"UA";1663;"N76523";"EWR";"SFO";"13:55";"17:17";"13:48";"16:41"
2013-10-24 14:00:00;"UA";1296;"N14107";"EWR";"SFO";"14:30";"17:42";"14:34";"17:24"
2013-10-24 15:00:00;"UA";257;"N546UA";"JFK";"SFO";"15:30";"18:54";"15:28";"18:56"
2013-10-24 15:00:00;"UA";1246;"N37252";"EWR";"SFO";"15:29";"18:47";"15:30";"18:23"
2013-10-24 15:00:00;"AA";85;"N384AA";"JFK";"SFO";"15:30";"18:45";"15:31";"18:35"
2013-10-24 15:00:00;"DL";141;"N718TW";"JFK";"SFO";"15:55";"19:39";"15:54";"19:03"
2013-10-24 16:00:00;"UA";1284;"N76522";"EWR";"SFO";"16:42";"20:00";"16:43";"19:48"
2013-10-24 17:00:00;"UA";512;"N510UA";"JFK";"SFO";"17:00";"20:17";"16:54";"20:02"
2013-10-24 17:00:00;"UA";418;"N503UA";"EWR";"SFO";"17:34";"20:46";"17:32";"20:35"
2013-10-24 16:00:00;"B6";415;"N705JB";"JFK";"SFO";"16:45";"20:15";"17:55";"21:06"
2013-10-24 18:00:00;"UA";389;"N596UA";"JFK";"SFO";"18:30";"21:57";"18:40";"21:33"
2013-10-24 18:00:00;"AA";177;"N319AA";"JFK";"SFO";"18:45";"22:10";"18:43";"21:44"
2013-10-24 19:00:00;"UA";237;"N540UA";"EWR";"SFO";"19:01";"22:11";"18:58";"22:07"
2013-10-24 17:00:00;"DL";434;"N624AG";"JFK";"SFO";"17:30";"21:04";"19:01";"22:07"
2013-10-24 17:00:00;"VX";193;"N633VA";"EWR";"SFO";"17:29";"21:05";"19:06";"22:23"
2013-10-24 16:00:00;"VX";27;"N848VA";"JFK";"SFO";"16:30";"20:10";"19:14";"22:16"
2013-10-24 19:00:00;"DL";435;"N713TW";"JFK";"SFO";"19:00";"22:35";"19:57";"23:26"
2013-10-24 20:00:00;"UA";1651;"N73270";"EWR";"SFO";"20:00";"23:28";"20:02";"23:09"
2013-10-24 20:00:00;"B6";915;"N624JB";"JFK";"SFO";"20:25";"23:50";"20:33";"23:28"
2013-10-25 06:00:00;"UA";303;"N597UA";"JFK";"SFO";"6:00";"9:23";"5:59";"9:03"
2013-10-25 06:00:00;"UA";421;"N529UA";"EWR";"SFO";"6:41";"9:51";"6:50";"10:03"
2013-10-25 07:00:00;"DL";269;"N722TW";"JFK";"SFO";"7:00";"10:25";"6:58";"10:09"
2013-10-25 07:00:00;"UA";1668;"N37420";"EWR";"SFO";"7:00";"10:09";"7:06";"10:07"
2013-10-25 07:00:00;"UA";821;"N554UA";"JFK";"SFO";"7:00";"10:20";"7:19";"10:36"
2013-10-25 07:00:00;"VX";183;"N623VA";"EWR";"SFO";"7:30";"10:55";"7:25";"10:24"
2013-10-25 07:00:00;"VX";11;"N852VA";"JFK";"SFO";"7:30";"11:00";"7:26";"10:36"
2013-10-25 07:00:00;"AA";59;"N396AA";"JFK";"SFO";"7:45";"11:00";"7:59";"10:58"
2013-10-25 08:00:00;"UA";1480;"N87512";"EWR";"SFO";"8:30";"11:52";"8:25";"11:17"
2013-10-25 08:00:00;"UA";397;"N510UA";"JFK";"SFO";"8:25";"11:48";"8:25";"11:30"
2013-10-25 09:00:00;"UA";1727;"N16701";"EWR";"SFO";"9:00";"12:22";"8:55";"12:29"
2013-10-25 08:00:00;"B6";15;"N806JB";"JFK";"SFO";"8:54";"12:13";"8:55";"12:02"
2013-10-25 09:00:00;"DL";431;"N624AG";"JFK";"SFO";"9:00";"12:28";"9:16";"12:07"
2013-10-25 10:00:00;"UA";1723;"N36469";"EWR";"SFO";"10:04";"13:25";"10:00";"13:04"
2013-10-25 10:00:00;"VX";187;"N625VA";"EWR";"SFO";"10:30";"13:55";"10:22";"13:17"
2013-10-25 10:00:00;"VX";23;"N627VA";"JFK";"SFO";"10:30";"13:55";"10:29";"13:40"
2013-10-25 11:00:00;"UA";1212;"N76529";"EWR";"SFO";"11:55";"15:07";"11:52";"14:46"
2013-10-25 12:00:00;"UA";766;"N502UA";"JFK";"SFO";"12:00";"15:15";"12:01";"14:55"
2013-10-25 10:00:00;"AA";179;"N329AA";"JFK";"SFO";"10:30";"13:35";"12:19";"15:12"
2013-10-25 13:00:00;"DL";432;"N718TW";"JFK";"SFO";"13:00";"16:22";"12:56";"16:01"
2013-10-25 13:00:00;"UA";1663;"N26226";"EWR";"SFO";"13:55";"17:17";"13:58";"17:02"
2013-10-25 14:00:00;"UA";1296;"N12125";"EWR";"SFO";"14:29";"17:41";"14:25";"17:25"
2013-10-25 15:00:00;"AA";85;"N355AA";"JFK";"SFO";"15:30";"18:45";"15:37";"19:08"
2013-10-25 15:00:00;"UA";257;"N589UA";"JFK";"SFO";"15:30";"18:54";"15:39";"19:08"
2013-10-25 15:00:00;"UA";617;"N530UA";"EWR";"SFO";"15:29";"18:41";"15:42";"18:38"
2013-10-25 15:00:00;"DL";141;"N713TW";"JFK";"SFO";"15:55";"19:39";"16:00";"19:39"
2013-10-25 16:00:00;"UA";1284;"N39297";"EWR";"SFO";"16:42";"20:00";"16:41";"19:40"
2013-10-25 16:00:00;"B6";415;"N589JB";"JFK";"SFO";"16:45";"20:15";"16:56";"20:23"
2013-10-25 17:00:00;"UA";512;"N596UA";"JFK";"SFO";"17:00";"20:17";"17:05";"20:29"
2013-10-25 16:00:00;"VX";27;"N845VA";"JFK";"SFO";"16:30";"20:10";"17:18";"20:43"
2013-10-25 17:00:00;"VX";193;"N633VA";"EWR";"SFO";"17:29";"21:05";"17:25";"20:25"
2013-10-25 17:00:00;"UA";418;"N549UA";"EWR";"SFO";"17:34";"20:46";"17:30";"20:34"
2013-10-25 17:00:00;"DL";434;"N706TW";"JFK";"SFO";"17:30";"21:04";"17:31";"21:00"
2013-10-25 18:00:00;"UA";389;"N546UA";"JFK";"SFO";"18:30";"21:57";"18:21";"21:34"
2013-10-25 18:00:00;"AA";177;"N328AA";"JFK";"SFO";"18:45";"22:10";"18:42";"22:08"
2013-10-25 18:00:00;"VX";29;"N624VA";"JFK";"SFO";"18:50";"22:25";"18:49";"21:54"
2013-10-25 19:00:00;"UA";237;"N572UA";"EWR";"SFO";"19:01";"22:11";"19:01";"22:22"
2013-10-25 20:00:00;"UA";1651;"N37273";"EWR";"SFO";"20:00";"23:28";"20:02";"23:02"
2013-10-25 20:00:00;"B6";915;"N827JB";"JFK";"SFO";"20:25";"23:50";"20:22";"23:30"
2013-10-26 06:00:00;"UA";303;"N555UA";"JFK";"SFO";"6:00";"9:23";"5:57";"9:06"
2013-10-26 06:00:00;"UA";421;"N577UA";"EWR";"SFO";"6:40";"9:46";"6:35";"9:48"
2013-10-26 07:00:00;"DL";269;"N713TW";"JFK";"SFO";"7:00";"10:25";"6:56";"10:13"
2013-10-26 07:00:00;"VX";11;"N838VA";"JFK";"SFO";"7:30";"11:00";"7:24";"10:35"
2013-10-26 07:00:00;"VX";183;"N845VA";"EWR";"SFO";"7:30";"10:55";"7:30";"10:21"
2013-10-26 07:00:00;"AA";59;"N399AA";"JFK";"SFO";"7:45";"11:00";"7:43";"10:42"
2013-10-26 08:00:00;"UA";281;"N514UA";"EWR";"SFO";"8:30";"11:30";"8:24";"11:22"
2013-10-26 08:00:00;"B6";15;"N606JB";"JFK";"SFO";"8:54";"12:13";"8:50";"11:44"
2013-10-26 09:00:00;"DL";431;"N709TW";"JFK";"SFO";"9:00";"12:27";"8:59";"11:52"
2013-10-26 10:00:00;"UA";353;"N829UA";"EWR";"SFO";"10:04";"13:18";"9:58";"13:01"
2013-10-26 10:00:00;"AA";179;"N338AA";"JFK";"SFO";"10:30";"13:35";"10:28";"13:30"
2013-10-26 10:00:00;"VX";23;"N623VA";"JFK";"SFO";"10:35";"14:00";"10:31";"13:47"
2013-10-26 10:00:00;"UA";642;"N512UA";"JFK";"SFO";"10:29";"13:44";"10:32";"13:42"
2013-10-26 10:00:00;"VX";187;"N635VA";"EWR";"SFO";"10:30";"13:55";"10:33";"13:36"
2013-10-26 11:00:00;"UA";1120;"N73251";"EWR";"SFO";"11:55";"15:07";"11:54";"15:18"
2013-10-26 12:00:00;"UA";1663;"N37466";"EWR";"SFO";"12:45";"16:00";"12:43";"15:50"
2013-10-26 13:00:00;"UA";394;"N822UA";"EWR";"SFO";"13:53";"17:15";"13:49";"16:52"
2013-10-26 14:00:00;"UA";257;"N595UA";"JFK";"SFO";"14:30";"17:51";"14:25";"17:31"
2013-10-26 15:00:00;"AA";85;"N377AA";"JFK";"SFO";"15:30";"18:45";"15:29";"19:11"
2013-10-26 16:00:00;"DL";141;"N722TW";"JFK";"SFO";"16:30";"20:06";"16:29";"19:55"
2013-10-26 16:00:00;"VX";27;"N633VA";"JFK";"SFO";"16:30";"20:10";"16:34";"19:49"
2013-10-26 16:00:00;"B6";415;"N535JB";"JFK";"SFO";"16:45";"20:15";"16:44";"20:02"
2013-10-26 16:00:00;"UA";1205;"N16713";"EWR";"SFO";"16:43";"20:02";"17:13";"20:00"
2013-10-26 17:00:00;"UA";389;"N597UA";"JFK";"SFO";"17:04";"20:21";"17:22";"20:20"
2013-10-26 17:00:00;"UA";1284;"N13248";"EWR";"SFO";"17:35";"21:07";"17:37";"20:41"
2013-10-26 19:00:00;"UA";1047;"N38454";"EWR";"SFO";"19:20";"22:45";"19:53";"22:43"
2013-10-26 18:00:00;"DL";435;"N624AG";"JFK";"SFO";"18:50";"22:25";"19:53";"22:47"
2013-10-27 06:00:00;"UA";421;"N815UA";"EWR";"SFO";"6:29";"9:52";"6:20";"9:20"
2013-10-27 07:00:00;"DL";430;"N707TW";"JFK";"SFO";"7:00";"10:25";"6:57";"10:05"
2013-10-27 07:00:00;"UA";497;"N504UA";"EWR";"SFO";"7:23";"10:25";"7:19";"10:33"
2013-10-27 07:00:00;"VX";11;"N838VA";"JFK";"SFO";"7:30";"11:00";"7:28";"10:30"
2013-10-27 07:00:00;"AA";59;"N379AA";"JFK";"SFO";"7:55";"11:10";"7:54";"11:02"
2013-10-27 08:00:00;"UA";397;"N510UA";"JFK";"SFO";"8:25";"11:48";"8:24";"11:23"
2013-10-27 08:00:00;"UA";1668;"N79279";"EWR";"SFO";"8:30";"11:52";"8:43";"11:50"
2013-10-27 08:00:00;"B6";15;"N827JB";"JFK";"SFO";"8:48";"12:26";"8:45";"11:49"
2013-10-27 09:00:00;"DL";269;"N705TW";"JFK";"SFO";"9:00";"12:28";"8:59";"12:00"
2013-10-27 09:00:00;"UA";1120;"N87531";"EWR";"SFO";"9:00";"12:16";"9:02";"12:18"
2013-10-27 10:00:00;"UA";1480;"N37465";"EWR";"SFO";"10:00";"13:16";"10:06";"13:09"
2013-10-27 10:00:00;"AA";179;"N328AA";"JFK";"SFO";"10:30";"13:35";"10:26";"13:24"
2013-10-27 10:00:00;"UA";642;"N502UA";"JFK";"SFO";"10:25";"13:40";"10:36";"13:49"
2013-10-27 10:00:00;"VX";187;"N632VA";"EWR";"SFO";"10:40";"14:05";"10:39";"13:32"
2013-10-27 10:00:00;"VX";23;"N621VA";"JFK";"SFO";"10:45";"14:10";"10:41";"13:36"
2013-10-27 11:00:00;"UA";1212;"N27239";"EWR";"SFO";"11:55";"15:07";"11:54";"15:13"
2013-10-27 12:00:00;"UA";1583;"N39415";"EWR";"SFO";"12:48";"16:00";"12:47";"15:42"
2013-10-27 13:00:00;"DL";432;"N706TW";"JFK";"SFO";"13:00";"16:22";"12:55";"15:54"
2013-10-27 13:00:00;"UA";1663;"N37466";"EWR";"SFO";"13:52";"17:04";"13:53";"17:02"
2013-10-27 14:00:00;"UA";1205;"N17126";"EWR";"SFO";"14:29";"17:41";"14:33";"17:44"
2013-10-27 12:00:00;"UA";766;"N546UA";"JFK";"SFO";"12:00";"15:15";"15:22";"19:13"
2013-10-27 15:00:00;"UA";1246;"N87507";"EWR";"SFO";"15:28";"18:46";"15:33";"18:51"
2013-10-27 15:00:00;"DL";141;"N721TW";"JFK";"SFO";"15:55";"19:39";"15:58";"19:35"
2013-10-27 15:00:00;"AA";85;"N357AA";"JFK";"SFO";"15:30";"18:45";"16:19";"19:23"
2013-10-27 15:00:00;"UA";257;"N595UA";"JFK";"SFO";"15:30";"18:54";"16:21";"20:04"
2013-10-27 16:00:00;"VX";27;"N634VA";"JFK";"SFO";"16:30";"20:10";"16:27";"19:57"
2013-10-27 17:00:00;"UA";617;"N524UA";"EWR";"SFO";"17:00";"20:10";"17:01";"20:10"
2013-10-27 17:00:00;"B6";415;"N564JB";"JFK";"SFO";"17:21";"20:55";"17:20";"20:48"
2013-10-27 17:00:00;"DL";434;"N624AG";"JFK";"SFO";"17:30";"21:04";"17:35";"20:51"
2013-10-27 17:00:00;"VX";193;"N522VA";"EWR";"SFO";"17:29";"21:05";"17:46";"21:31"
2013-10-27 18:00:00;"UA";418;"N526UA";"EWR";"SFO";"18:29";"21:50";"18:55";"22:48"
2013-10-27 18:00:00;"UA";389;"N597UA";"JFK";"SFO";"18:39";"21:56";"18:57";"22:22"
2013-10-27 17:00:00;"UA";512;"N512UA";"JFK";"SFO";"17:00";"20:17";"19:11";"22:51"
2013-10-27 18:00:00;"VX";29;"N633VA";"JFK";"SFO";"18:50";"22:25";"19:31";"22:59"
2013-10-27 18:00:00;"AA";177;"N319AA";"JFK";"SFO";"18:45";"22:10";"19:58";"23:02"
2013-10-27 19:00:00;"DL";435;"N707TW";"JFK";"SFO";"19:00";"22:35";"20:28";"23:25"
2013-10-28 06:00:00;"UA";303;"N546UA";"JFK";"SFO";"6:00";"9:23";"5:58";"9:14"
2013-10-28 06:00:00;"UA";1668;"N36469";"EWR";"SFO";"6:30";"9:46";"6:32";"10:09"
2013-10-28 07:00:00;"DL";430;"N705TW";"JFK";"SFO";"7:00";"10:25";"6:56";"10:16"
2013-10-28 07:00:00;"UA";821;"N555UA";"JFK";"SFO";"7:00";"10:20";"6:58";"10:47"
2013-10-28 07:00:00;"UA";421;"N561UA";"EWR";"SFO";"7:23";"10:25";"7:23";"11:23"
2013-10-28 07:00:00;"VX";183;"N622VA";"EWR";"SFO";"7:30";"10:55";"7:24";"10:39"
2013-10-28 07:00:00;"VX";11;"N853VA";"JFK";"SFO";"7:30";"11:00";"7:30";"11:07"
2013-10-28 07:00:00;"AA";59;"N349AA";"JFK";"SFO";"7:55";"11:10";"7:50";"11:15"
2013-10-28 08:00:00;"UA";397;"N589UA";"JFK";"SFO";"8:25";"11:48";"8:24";"11:40"
2013-10-28 08:00:00;"UA";1289;"N77518";"EWR";"SFO";"8:34";"11:56";"8:31";"11:55"
2013-10-28 08:00:00;"B6";15;"N547JB";"JFK";"SFO";"8:48";"12:26";"8:48";"12:09"
2013-10-28 09:00:00;"DL";269;"N712TW";"JFK";"SFO";"9:00";"12:28";"8:56";"12:13"
2013-10-28 09:00:00;"UA";73;"N27213";"EWR";"SFO";"9:24";"12:46";"9:20";"12:51"
2013-10-28 10:00:00;"UA";1480;"N39461";"EWR";"SFO";"10:04";"13:25";"10:01";"13:37"
2013-10-28 10:00:00;"UA";642;"N510UA";"JFK";"SFO";"10:25";"13:40";"10:21";"13:24"
2013-10-28 10:00:00;"VX";187;"N851VA";"EWR";"SFO";"10:30";"13:55";"10:26";"13:46"
2013-10-28 10:00:00;"AA";179;"N339AA";"JFK";"SFO";"10:30";"13:35";"10:30";"13:56"
2013-10-28 10:00:00;"VX";23;"N635VA";"JFK";"SFO";"10:35";"14:00";"10:43";"14:12"
2013-10-28 12:00:00;"UA";766;"N502UA";"JFK";"SFO";"12:00";"15:15";"12:18";"15:41"
2013-10-28 12:00:00;"UA";1294;"N68453";"EWR";"SFO";"12:45";"16:00";"12:44";"16:10"
2013-10-28 11:00:00;"UA";1212;"N14219";"EWR";"SFO";"11:55";"15:07";"12:51";"16:11"
2013-10-28 13:00:00;"DL";432;"N710TW";"JFK";"SFO";"13:00";"16:22";"12:52";"16:24"
2013-10-28 13:00:00;"UA";1663;"N76517";"EWR";"SFO";"13:55";"17:17";"13:53";"17:09"
2013-10-28 14:00:00;"UA";1296;"N26123";"EWR";"SFO";"14:29";"17:41";"14:29";"17:49"
2013-10-28 15:00:00;"AA";85;"N355AA";"JFK";"SFO";"15:30";"18:45";"15:34";"19:19"
2013-10-28 15:00:00;"UA";257;"N588UA";"JFK";"SFO";"15:30";"18:54";"15:35";"19:17"
2013-10-28 15:00:00;"UA";1246;"N78511";"EWR";"SFO";"15:29";"18:47";"15:44";"19:12"
2013-10-28 15:00:00;"DL";141;"N707TW";"JFK";"SFO";"15:55";"19:39";"15:55";"19:34"
2013-10-28 16:00:00;"UA";1284;"N17233";"EWR";"SFO";"16:42";"20:00";"16:44";"20:18"
2013-10-28 16:00:00;"VX";27;"N629VA";"JFK";"SFO";"16:30";"20:10";"16:48";"20:35"
2013-10-28 17:00:00;"UA";769;"N512UA";"JFK";"SFO";"17:00";"20:17";"16:59";"20:12"
2013-10-28 17:00:00;"B6";415;"N640JB";"JFK";"SFO";"17:21";"20:55";"17:20";"20:44"
2013-10-28 17:00:00;"VX";193;"N852VA";"EWR";"SFO";"17:29";"21:05";"17:22";"20:46"
2013-10-28 17:00:00;"UA";418;"N547UA";"EWR";"SFO";"17:34";"20:46";"17:34";"20:44"
2013-10-28 18:00:00;"UA";389;"N597UA";"JFK";"SFO";"18:30";"21:57";"18:22";"21:52"
2013-10-28 18:00:00;"VX";29;"N621VA";"JFK";"SFO";"18:50";"22:25";"18:54";"22:31"
